Review,Rating
"My boyfriend is a size 38, always has been. This suit size was TERRIBLE! Didn't even begin to fit him. We would have had to go up at least 2 sizes bigger for it to fit maybe snug!",1.0
I was very disappointed in the quality of this top. the first time i wore it it snagged right in the front. i had to pull the thread under so it wasn't exposed. i put it in the wash in the gentle cycle and it was destroyed with several more snags when i removed it from the machine. this top is extremely delicate and doesn't withstand normal everyday casual wear although it's s casual lightweight sweater. now it's just a wear around the house ratty throw around shirt.,1.0
Leggings should stretch to be able to for them on. These did not. They probably would have fit gray but the waist did not stretch. Completely useless.,1.0
"The idea of this blazer is great meaning the concept. However, the execution is POOR and extremely cheap looking IRL.",1.0
Came unopened and smelled used when said new…,1.0
"pants came with a black burn mark, very disappointed",1.0
"I bought these and returned them almost immediately. the material looks nice, but itchy and heavy. the fit is too small and just uncomfortable to wear.",1.0
"I'm so disappointed. the dress looked lovely in the box, but when i started to unbutton it to try it on, two buttons split in half! it's going right back.",1.0
"I found that this dress ran very small. i am true 8, ordered a 10 and it was snug",1.0
"I loved this dress online and was luckily able to locate it in a store about an hour away from me. i drove to the store to purchase it; however, when i tried it on, i was so disappointed! the print is adorable and it is made of great quality, but the swing style is definitely more than mini! i could have fit 3 of myself in this dress. it is definitely not as depicted in the photographs. also, the background of the dress is way more pink than appears in the photos, and the floral print isn't as r",1.0
I was surprised retailer decided to ship this sweater. the sweater looks like it's falling apart and it is huge. i would not recommend this even at a clearance price.,1.0
"These are cheaply made. Definitely not UA standards. Cheap material, way bigger than the size chart says, the waist almost seems stretched out.",1.0
"Contrary to the first review, there is a zipper so while it wasn't easy to get on, it did fit over my bust. i found this too small and high waisted, and i already have a high waist so i can imagine it looking empire waisted on a normal torso. what i hated was the ridiculous inverted pleat in the front of the dress which is almost impossible to see in the online photo. it made my already busty frame even wider and more unflattering. the lining was nice and soft and the sleeve length and hemline l",1.0
The black color bled all over the white . Tried everything to fix. It’s ruined. It looked good that one day though 🙄 wore it for a webinar presentation.,1.0
"We ordered a men’s medium, it arrived as a men’s medium but the sizing is way off. This would fit a man sized XL! Ridiculous. Sent it back right away and ordered a different brand.",1.0
Way smaller than any other brand.,1.0
My son hated them,1.0
"I have a tall thin teen son.  He wears 28x32 which is what I ordered, and what the jeans were labeled.  Both pairs of jeans were just over 30 inches long, which were extremely short on him, and skin tight.  They looked like jeans for an 8 year old, not a tall thin teen.  Do not believe the measurements!!!",1.0
Even on sale sale...this tank is not worth the money. the design in the back is adorable & would expect it to be so much better quality but the fabric is flimsy(think old man white tanks that come in a pack) completely see through and lack of shape..i wanted to love this but definitely photographed significantly better than actuality!,1.0
"There was not one thing I liked about these PJ’s, just horrible.",1.0
I was expecting this shirt to be what was in the photo. IT IS NOT! The fabric is not the cute linen like shown. It is polyester and not light weight. It is a boxy rigid shirt that isn't true to size. BEWARE the shirt is nothing like what is pictured. Returned for a refund,1.0
"Not the best material scratchy, if you need an extra pair of shorts for running down to the laundry machine it does the trick.",1.0
"These are too tight to button even though they are the same company, style and size as what I am currently wearing.",1.0
This product is awful. Cheap and heavy material. Sleeves are long enough for an Orangutan. I want to give it zero stars but the website won’t allow it.,1.0
"Wen it arrived, the fabric was a heavy knit. the only thing i liked was the color. back it went.",1.0
"I've been buying from retailer for the last 15 years and this is the first time i've ever posted a bad review. first of all the fabric is scratchy, thin, and looks very cheap. second of all there is no v back, it's more of a slight scoop. and lastly i'm 5'3"" so i ordered the petite small and it's still comes 4 inches below my knee. i am very disappointed in the quality and am definitely sending back. the only thing i think this could possible good for is a swim coverup.",1.0
When I first received this shirt I tried it on and it fit just fine. So I washed it like I always do when I get new clothes. I washed it in cold water and tumble dried on low. Well I just put it on and it shrunk. It now fits like a small. So it is true to size until you wash it. I suggest buying a size bigger because of this. I am now stuck with a shirt that I can't wear and now I have to repurchase it in the next size up.,1.0
I wear an extra large and it is cut very small. The print looks cute in the photos but when I got it in the mail it is very ugly returning it,1.0
Arms are way too too too long for ANYONE.,1.0
Poor fit.  Meant for short people with a very large waist.  Poor quality too and not soft cotton.,1.0
I was unhappy that it did not fit; a medium usually fits me.  I did like the fabric and the way it was stretchy.  I wanted it to do physical therapy in.,1.0
"Really disappointing quality. these jeans are of a very poor quality material and developed holes in the inseams after only a month! i love pilcros, and am totally shocked at the poor quality...retailer, i hope this is just a fluke. not worth the money!",1.0
"I have been looking at this sweater online since it first came out and i finally ordered it when it was 40% off. i ordered a size m petite, sadly when it arrived and i tried it on, it was very boxy, stiff like, and did not flow like it looked on the model online so i sent it back.",1.0
So thin and see thru it's not even wearable in public. extremely cheap and ill fitting for any price let alone this price. i feel like they will rip the moment i wear them out. going back.,1.0
The zipper is on the wrong side. I can't recommend.,1.0
"This sweater is a lovely color and very soft. however, the sweater 'sheds' terribly and the color is very large distracting from the overall appearance. it's also thin and whatever shirt is worn underneath will show through.",1.0
The fit was not at all flattering and material not comfortable. Do not recommend.,1.0
Literally never but dickies on line. Like ever. Never once have the ever fit me or my wife. The sizes come in all over the place no matter who you get them from online. Gotta go somewhere and try them on unless you like the inside of a UPS store.,1.0
"Pretty purple as pictured, however, it was too long in arms and overall length.",1.0
I was interested in this sweater because i actually thought it was a tunic. the sweater is much shorter than i thought. i wish i could return it. i bought a size large which is my normal size.,1.0
"Similar to others here, these pants were ruined after one wash. the first pair i bought simply faded after one wash, which was okay, but the second pair got weird splotches on the backside. i'd rather not call attention to that particular area of my body;) could've been a great addition to my wardrobe if they were better quality.",1.0
"I've  used toilet paper that was thicker. This suit was made out of ""fabric"" better used for shear curtains. See pants in photo. I could read a book through them. Returned.",1.0
"This shirt is purportedly made of silk, but it is extremely low quality. the material is coarse and scratchy. it's not even worth it at the extra 40% off sale price. returned.",1.0
"I read reviews for women 5'10 to 6' before purchasing, the reviews were not accurate, I 5'10 and the were too short had to return.",1.0
"One set fell apart after one wash. Threads came loose,the ""tie"" had only one string that I can get to. It was stamped with all the product info in dark black on the butt and you can see it on the outside. One of the worst things I have ever purchased",1.0
"Bought this shirt on sale. it was super cute in the dressing room, and for the first time i wore it. washed it per the instructions (wash delicate with cold water, lay flat to dry) and it shrunk so much i don't think i'm going to be able to wear it anymore. it was oversized and loose when i bought it, so it shrunk a lot. there is also a small hole all of the sudden, that i have no idea where it came from (wasn't there when i put it in the washer). very disappointed.",1.0
This sweater did not flatter a sz 12 with 36d chest. it's very well made but not for the curvy girl. this is my very first review and felt compelled to share my thoughts since i heavily rely on others' reviews before i purchase.,1.0
Not a good product not fit to size extremely big plus draw string is like a thin shoe string.,1.0
Blah dress and bad fit,1.0
"The tank looks nothing like the one pictured, mainly because it's tissue-paper thin. also, i ordered it in two sizes - xs and s as it can be hard to tell which one will fit. i started with the xs and quickly discovered that it ran large. the armholes hit halfway to my waist. obviously i didn't even bother opening the size s. both will be returned.",1.0
"This shirt was so weird?it does not fit like the photo at all. there seems to be missing a stitch or something at the top as it is wide open until the bottom/where it meets the other layer. i could wear a tank/camisole underneath, but it still just did not fit right. i do not have a large chest, but this was ridiculous. beyond that, the red color was just okay. even though i purchased this on sale, it was not worth the price and i returned.",1.0
"Not worth the price and cheap material,  never worn it since I bought it. I'm ashamed wearing a jacket this cheap n poor quality. Took forever to be delivered. Don't waste money on it.",1.0
"My perspective is as a sewer so i'm more picky perhaps. this top is poorly made. the fabric pattern is crooked or not consistent in each piece. sewers do this to save $ - squeezing the pieces on the fabric. it looks sloppy. the cut is very full; the bottom edge measures 104"" around. for my figure, curvey, at 5'6"" and 150lbs, this top is not flattering it looks maternity. perhaps best on a slim figure and with leggings.",1.0
Not at all like photo,1.0
"I Purchased two of these shirts, both in the same color. The two arrived, unfortunately both had small holes in them, likely caused by machine stitching or snag.  I sent them back and had them replaced, but the next pair arrived and the sizing was way off on the shoulders  When matched up against other shirts of the same size, everything was similar except the shoulders which were three sizes larger.  Poor quality for Champion- I was really surprised.",1.0
"ordered shirts, I normal wear large but order extra large to be safeshirt was too tight in chest and hasn't been washed yetso watch out",1.0
"Fits great in the shoulders and arm length is perfect. But the stomach is huge and obviously designed to accommodate the obese. If you're trim and fit, try another brand.",1.0
"Way too bulky on the bottom and top didn’t fit right and I’m busty, no clue how some went braless in it.  Returning",1.0
Needed pocket!! Son owned threw all the packing away then next day told me he wore but didn’t like without pocket!!,1.0
"I tried this shirt in a small (my usual retailer size) and it was very unflattering.   the fabric was ultra soft and it seemed it was nicely made.  however, this shirt is so unstructured and oversized, i might as well worn a brown paper bag.",1.0
didnt fit like i thought it would,1.0
"Too small... Amazon claim an XL would fit based on my height/weight. I don't think a XXL would have fit. Not sure how they came up with their recommendation on size, but that's what they recommended for all 6 shirts I tried and they were all returned for being to small.",1.0
"I was sad to try this dress on. It looked great in the reviews but unfortunately it runs extremely Big, baggy and it is see through. I tried to return it but it said it could not be returned. I would not recommend. I am 125 pounds and ordered a Medium and I'm swimming in I. Not flattering for anyone who has a pear shape body",1.0
This is only the third time I wear this pair of shorts and it ripped during a normal movement while sitting down in my car (SUV). I thought the fabric was so thin because it was stretch but actually it’s just very bad quality fabric or I got a knock-off.,1.0
I love the Navy and white shirt I got so I ordered the pink and it arrived with a stain on the front.,1.0
What wrinkle prone material is this made of? No amount of iron or dryer heat could get the wrinkles out.,1.0
Awful. Thin material,1.0
Got rid of. The style was not flattering and it wasn’t comfortable.,1.0
This item is stretches out a lot when you wear it.,1.0
"Even though it’s a nice quality, this sweater runs large. I ordered a small, and it is huge on me, in the shoulders, and way too long! Returned it!",1.0
I’m usually not too picky but the quality is awful and does not fit at all. Pass.,1.0
Poor quality and pills really bad after one wash and hang dry.  Not recommended,1.0
Ripped really easily. Only second time wearing them.,1.0
Ordered my size but wayyy to big!,1.0
"At 1st I loved this shirt but now after wearing it, it has this plastic stuff over the stitching! It’s very irritating! If that wasn’t there this shirt would be great! But I will be returning just because of that! What a shame!",1.0
color and size are not true,1.0
"After one wash the strings and seams are torn up and tattered, very disappointed given the price. Would like to request a refund.",1.0
"This dress is huge. i am normally a l-xl regular in retailer brands. i love a loose, flowy dress. after trying one on in the store (just a random returned petite xl) i ordered the petite medium. and it was still huge and not flattering. so sad. i wanted to love this- loved the material and colors, but way off.",1.0
"After reading all the reviews and sizing down one size. i got my top size m, i usually wear m/l depending on the style. i'm 6 ft tall, 160 lb, i like my clothing loose but not as loose as this top. i should have gone to xxxxxs if such exists. no wonder there is such a low leap in price. it is a good quality though, and very nice pale peach color. no would not recommend, unless you wear 3xxxl",1.0
Zipper continues to open while zipped.,1.0
"I've been buying stevie ankles for years from retailer and been very happy. the past two pairs i bought had a heavy chemical smell, which i imagine is some kind of starch/chemical to keep the denim stiff. with the first pair, after enough washes to get rid of the bad smell (4), they lost all form and looked terrible since they were washed i couldn't return them. the 2nd pair arrived with the same heavy smell and i returned them. it may be they are made elsewhere now, but it's disappointing.",1.0
prefer previous jeans I purchased from Mexico....Better material and quality and fit,1.0
I returned the jacket.,1.0
"all shirts came with do not remove tags,expect to drive around town and look for someone to remove them after purchase.",1.0
"I'm 5'7"" 155lbs and ordered a large. it fit, but the arms were awkwardly short. the finish details on the end of each sleeve almost would have to be pushed back to the elbow for it to look right, which would be okay. however, the interior seam of the neckline is cut jaggedly and isn't even finished with any stitching. it's just tucked haphazardly inside the neckline and isn't sewn--it would unravel with washing. 

it's soft and snuggly and cute if you get it on super-sale and don't mind it com",1.0
Came with hole in sleeve where stitching is.,1.0
Bought the dress online and it only has an eye and hook at the top. the waist has no stretch and their isn't a zipper. you have to be a contortionist to get it over your head and shoulders. so cute in the pic but not realistic. going back.,1.0
Again.Button not clasp.They don’t specify when purchasing.B or C rated product.Not top of line dickies.Appear made in China quality.,1.0
Had to return because it runs very small and short. Material is a cheap and scratchy. Had to return,1.0
Didn't like how they ripped first wash .. very thin material.,1.0
Shorts are to small and not right type,1.0
I ordered a large and it fits like a small. Don’t think it’s waterproof because it’s not!,1.0
During heavy rain it will not keep you dry. It is made more for like a light spring sprinkle.,1.0
"I purchased the orange blazer. Looks NOTHING like the picture, very shiny. In the garbage it went.",1.0
"The fit was not flattering at all, but the worst part was the colors were really dull and not bright as shown in the online photos.",1.0
The arms/sleeves are very wide and look and feel strange. He would have returned it if this problem was noticed within the return time frame.,1.0
"Esperaba algo de. Mejor calidad , no agrado la contextura , por ese motivo la retorne.",1.0
I bought this in January have worn it 5 times at most and it’s already broken by the collar,1.0
Stretches wide not long enough,1.0
Not flattering at all,1.0
"The blazer is not as you can see it on picture, the item is so fake",1.0
These are completely a very cheap pair of skinny jeans!!!! Highly NOT RECOMMENDED!!!!!,1.0
"This dress will unfortunately be returned...so cute online and looks like a sack in person.  runs very large, arm holes are very low.  not flattering.",1.0
The buttons are plastic and this is the cheapest material. Had to return. Sizing ran large.,1.0
The pants had a small v-shaped cut on the lower left leg.  I will be returning the Dickie Cargo Pants.  Kenp,1.0
Washed and dried per instructions came out faded and looking 2 years old. Very inferior product. Do not buy these. I doubt I will purchase anything again from Amazon. Worst ever,1.0
"I ordered it for my husband 2 days ago.. deliverywas fas. I opened  box immediately! I was so excited . Size was right,BUT looks like someone  already  wore it. Suit dirty  and have multiple  stains. I'm  soooooo disappointed now 😞You ruined  my day and my surprise for my husband((((",1.0
I have to return it. It came without a belt.,1.0
"Highly recommend to try on each shirt to ensure accurate sizing, regardless of the size label. I ordered large shirts but 3 of the 5 shirts fit as if they were EXTRA LARGE (excessive material), the other 2 shirts fit as if MEDIUM size (snug)… I am 5’10”, 185, and avid runner… Hope this helps.",1.0
Cheap material or maybe the suit has been on stock too long. It is my size so it wasn't small.  Try putting it on but the suit was going apart. Thread flying here and there,1.0
"I went with my usual size, but it is too tight, it fits, but i would feel uncomfortable in it. i ordered the pink one, which looks nice in the picture, but in person, it looks cheap. the beading at the neckline immediately looked to me like cocktail dresses my grandma used to wear in the 1970s. that beaded neckline added to the cheap look. this one is not for me.",1.0
"These definitely do not look like the picture. They fit good, but I feel like I bought used shorts.",1.0
"Disliked quality. Normally they’ve been good pants. Regardless, even if only once. Thirty sun dollars is a lot to lose. Let alone having to go to work in a hospital with dirty clothes pulled out of the hamper. Embarrassing to say the least.",1.0
Didn't like the dress. look pregnant in it. this dress is going back.,1.0
"I was dissapointed. there were 3-4 strings hanging off the jacket already. The material feels incredibly cheap and strange for a blazer. Overall looked very cheap to me....I got the white version and it completely looked like a weird lab coat, glow in the dark white. Don't waste your time w this one!",1.0
"I was so excited for this sweater because it was so soft, HOWEVER it is not worth the money as it pulls instantly. Within an hour of putting on this sweater I had three huge pulls. It catches on everything.  It even caught on my bra hook! The sweater was ruined by the end of the day. Please save your money, and order from another vendor.",1.0
Received this product with a gaping hole in it. very disappointed in the quality and the quality control at the warehouse,1.0
"I know they are 3/4 sleeves, but I have long arms. It doesn’t look right on me.",1.0
"This dress didn't work for me at all. i'm 6ft tall, 160lb, i usually wear size l 8/10, but based on the reviews i ordered an m. the material of this dress is very soft and fuzzy, color is about the same as pictured, also length is appropriate. dress is very thick and warm, the fabric however has no stretch at all, dress is very specious and shapeless. there is allot of room everywhere except shoulders & sleeves, i thought that area was tight & snug which is strange because it runs large everywhe",1.0
Wrong size,1.0
I bought this but don’t like. I asked for a large but it’s more of a 1xlarge,1.0
I like the pajamas but I never want my purchases shipped in a clear plastic bag. Ugh. Won’t be purchasing from this seller again.,1.0
These pants are very small need to size up at least 3 size,1.0
"This dress had so much potential. looked cute when i received it. put it on & couldn't wait to take it off. it's shapeless, top heavy & just overall unflattering. the material could be cute....on a totally different dress. don't waste your money.",1.0
The print and front ruffle are beautiful. the sleeves are awful and poorly represented in the picture of the model. it's almost like the sleeves have a life of their own - so mismatched with this style of blouse. such a beautiful print but so disappointing in shape.,1.0
While I like the product it came with stains on the pants and shirt so this is an already used item.  I just open the package and was unpleasantly surprised.  No way I can use it in this condition so asking for an exchange and hoping I get a new item.,1.0
"I had high hopes ordering this top...unfortunately the top has a metallic fiber to the material and that detail was not noted in the product description! it also felt rather cheap & scratchy, poor quality for the price.",1.0
"After just two washing the stitching on the rear pockets began to unravel and the seems on the outer thigh began to fray.They faded a lot as well. Though I like faded jeans, the rate they faded just helps prove their poor quality.",1.0
To long returned it back to Amazon,1.0
"Inferior product materials, feels very thin and cheap. No fly. Slightly shorter than I would have liked. The cheap materials they're made of ripped putting them on in my third month of ownership under light use (wearing them around the house).",1.0
"Ok ladies....you need to know that this type of fabric is the one that will get holes (i bought the white one). it is super thin and lovely, but i was only able to get two wears out of it. i did wash it and it maintained it's size because i restretched it while wet then hung to dry. i was super disappointed about the wear but appreciated being able to return it without question at my local retailer.",1.0
So this may be my least favorite thing i have ever bought from retailer. this top had so much extra material it was like wearing a bag or parachute. it looked a million times cuter in the photos.,1.0
"This top runs super small in the upper arms, shoulder area..could not even stretch out my arms! ...other then that major problem, the length and body fit were perfect...i am true med and/or large in all retailer tops so i tried sizes 10, 12 and neither worked for me due to arm/shoulder fit...disappointed because it really is a beautiful top...",1.0
The fit of this sweater did not flatter my body-type. the top half did not fit well; the armpit area was loose fitting and the neckline was awkward.,1.0
"Bought these to try specifically because the seller offered ""free shipping and free returns.""  They did not fit my daughter and so I had to return them, only to find out that the seller will not honor the ""free returns.""",1.0
"See the pics, one of two pair was definitely used, not new!  The tags were loose in the bag(one bag, not in two like the 2nd pair), a belt loop was broke, there was white paint on the front thigh, a thread bare spot at the fastener, a bleach spot on the back of one leg, and overall they were much faded compared to the 2nd pair.  Lastly, this one pair did not that new feel to it, and very wrinkled in the bag!! OMG!  What gives here!  Definitely returning and want buyers to watch carefully what they receive. Note, the second pair seemed fine with tags in tact and none of the above deformities that the other had,  and it was double bagged, but it makes me think twice about who may have worn them anyhow!",1.0
"I returned, the fabric is so plastic and itchy, no form in the blazer looks so cheap",1.0
eww,1.0
"It’s very shapeless, looks nothing like the pics once it’s on. Fabric is cheap rubbish. Going straight back.",1.0
"These were super soft and the material was nice, but they ran too big. It was not flattering in the crotch area whatsoever.",1.0
"The cut and fit of the dress are both super flattering, but the fabric on the listing says 95% cotton/5% spandex, but the dress label says 95% polyester/5% spandex, and it feels like it, too. For those of you who prefer the way cotton feels or who need it to stay comfortable (I get a rash if I wear polyester too many days in a row, especially if it's warm out), keep this in mind.",1.0
Sending back order 4-12-2022.  Pant were tight in the thighs and short.  No suit jacket was received.,1.0
"I I ordered three ( black, white and red) I love the black one, it was the best one. The white fits nice but I don’t like the fabric  and the red one I don’t like it at all, the color and fabric are not nice, it looks like something old,  cheap and dirty. The red was a waste of my money",1.0
